Periodo,Area,Subarea,Antiguedad,eNPS_Score,Motivation_Score,Manager_NPS,Liderazgo_Texto,Mejoras_Texto,Mejoras_Categoria,Valoras_Texto,Valoras_Categoria,Salario_Satisfecho,Lider_Claro_Objetivos,Lider_Comunica_Prioridades,Lider_Da_Feedback,Lider_Incentiva_Colaboracion,Lider_Da_Herramientas,Lider_Referente_Cultura
Q1 2026,Tech,Desarrollo,Más de 3 años,9,10,9,"Lo recomendaría porque considero que ha sido un líder cercano, con buena capacidad para orientar, destrabar y acompañar al equipo, manteniendo foco tanto en la ejecución como en el crecimiento de las personas.","El ritmo de Bia es muy retador y eso también hace parte de su esencia, pero ayudaría seguir construyendo mecanismos para que el equipo pueda sostener ese nivel de exigencia de forma más saludable y predecible, especialmente en momentos de alta carga.

En el día a día pasan muchas cosas buenas que a veces se pierden entre la operación. Tener más espacios para reconocer logros, esfuerzos e impactos concretos ayudaría mucho a fortalecer motivación y sentido de pertenencia.",Sin comentarios,"Lo que más valoro de trabajar en Bia es la combinación entre retos reales, impacto y la calidad de las personas.

Por un lado, constantemente estamos enfrentando problemas complejos que realmente importan para el negocio, lo que hace que el trabajo sea retador y significativo. No es solo ejecutar, sino pensar, proponer y construir soluciones que generan impacto tangible.

Por otro lado, la gente. Trabajar con un equipo tan talentoso, comprometido y con ganas de hacer que las cosas pasen eleva mucho el nivel y hace que uno aprenda todos los días.

Y finalmente, la cultura: un ambiente dinámico, con poca burocracia, donde hay espacio para proponer, equivocarse, aprender rápido y seguir avanzando. Eso hace que trabajar en Bia sea exigente, pero también muy motivante.",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Técnicos,4 meses a 6 meses,10,10,10,ES UN LIDER CON AMPLIO CONOCIMIENTO EN EL AREA DE OPERACIONES ,Buscando cada día optimizar el todos los recursos ,Plan de Carrera y Capacitación,Puedo ser yo mismo y aportar mis conocimientos ,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,UX,CX,6 meses a 1 año,8,8,8,"Es poco lo que llevo trabajando con mi lider, pero noto una persona super receptiva, diligente y presente, y eso lo valoro mucho. Espero tener más tiempo para compartir y trabajar con ella. ","Considero que la experiencia se puede mejorar fortaleciendo los procesos de selección y onboarding para asegurar un alineamiento cultural total. Bia tiene un ritmo y una cultura que no son para todo el mundo; por eso, ser muy claros desde el inicio sobre las expectativas y el nivel de intensidad ayudaría a que quienes entren se sientan realmente preparados para el reto.",Sin comentarios,Lo que más valoro es el entorno de alto desempeño. Trabajar en un lugar que te reta constantemente me ha permitido acelerar mi curva de aprendizaje y desarrollar más mi mentalidad de resolución de problemas.,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Tech,Desarrollo,Más de 3 años,5,7,9,"Brinda feedback constantemente,","Mejores oportunidades de crecimiento en la compañia, hablaron en algún momento del plan de carrera pero nunca se dio. Salario emocional.",Plan de Carrera y Capacitación,El ambiente laboral.,Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Sales,Sales,4 meses a 6 meses,10,8,10,Yoli es increíble inigualable ,Por ahora no se me ocurre nada ,Sin comentarios,Mi equipo de trabajo ,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Parcialmente.,Si.
Q1 2026,Operaciones,Técnicos,2 años a 3 años,10,10,10,Motivación para realizar otras funciones para poder adquirir experiencias en otras áreas ,Te motiva a realizar otras actividades para poder obtener mejor experiencia en varios campos ,Bienestar y Balance,La unión como compañía y que todos estamos apuntando a una sola meta ,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,"AI, Automation & Data",AI & Automation,1 año a 2 años,8,8,9,"Es un buen lider, sabe compartir su conocimiento con los demás y presiona para aprender y aceptar nuevos retos. A veces le falta escuchar las opiniones del equipo pero se ve que es algo en lo que trabaja",-,Sin comentarios,-,Sin comentarios,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Tech,Desarrollo,1 año a 2 años,10,10,10,"Le doy un 10 porque considero que es un líder que guía al equipo de manera clara, fomenta un buen ambiente de trabajo y está dispuesto a apoyar cuando se presentan retos. Valoro que promueva el aprendizaje y el crecimiento, y que genere confianza para proponer ideas o hacer preguntas. Esto motiva a trabajar mejor en equipo y a dar lo mejor en cada tarea.","Considero que se podría mejorar fortaleciendo aún más los espacios de retroalimentación continua, donde los colaboradores puedan expresar ideas, inquietudes y propuestas de mejora. También sería valioso seguir impulsando oportunidades de crecimiento profesional, como capacitaciones o rutas de desarrollo más claras. Por último, mantener un equilibrio entre la carga laboral y el bienestar del equipo ayudaría a que la experiencia sea aún más positiva.",Plan de Carrera y Capacitación,"Lo que más valoro de trabajar en Bia es el ambiente de trabajo y la oportunidad de aprendizaje constante. Es un espacio donde se promueve la innovación, el trabajo en equipo y el crecimiento profesional. Además, valoro que se confíe en las capacidades de cada persona y se brinde la posibilidad de aportar ideas, lo que hace que el trabajo sea más dinámico y significativo.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Tech,QA,1 año a 2 años,9,10,9,Buen lider,Teniendo mas beneficios hacia al trabajador,Beneficios y Salario,Creciemiento y conocimiento y que siempre estan en acompañamiento gracias a los grandes profesionales que hay en la empresa,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Parcialmente.,Parcialmente.,Si.
Q1 2026,Operaciones,Técnicos,4 meses a 6 meses,10,10,10,"Dinovi es una persona abierta a escuchar y dispone espacios de debate y aprendizaje, creo que es un referente de la cultura Bia",Siento que el equipo está motivado y a gusto con lo que la empresa ofrece ,Cultura y Liderazgo,Trabajar con personas tan talentosas que enriquecen mi conocimiento y aportan experiencias de valor para mi vida laboral ,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Growth,Brand,1 año a 2 años,5,6,6,Hay oportunidades de mejora,"Más espacios reales de bienestar, y ocio . No solo exigencia 24/7.  Espacios para comer.",Bienestar y Balance,Las personas. ,Equipo y Cultura,Parcialmente.,Parcialmente.,Parcialmente.,Parcialmente.,Parcialmente.,Si.,Si.
Q1 2026,Sales,Sales,0 a 3 meses,10,10,10,"Es una persona atenta al detalle, disciplinada, exigente genera esa presion que te lleva alcanzar tus metas pero sobretodo te escucha
","generar convenios o alianzas con centros de estudio, deportivos o recreativos, que los lideres tengan una salida de integracion con sus equipos e integraciones interequipos",Plan de Carrera y Capacitación,la velocidad en como va todo y el ambiente retador,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Tech,Desarrollo,Más de 3 años,7,8,9,"muy bune lider referente , sabe darle confianza al team para lograr sus metas",metricas  y number resultados y no conceptos subjectivos,Procesos y Herramientas,innovacion tecnologica,Autonomía e Innovación,Parcialmente.,Si.,Parcialmente.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Técnicos,6 meses a 1 año,10,10,10,Es claro con la informacion brindada y da solucion a los problemas que no podemos dar solucion,Dando uso a las herramientas ofimaticas brindadas por la compañia,Procesos y Herramientas,"El trabajo que se realiza en equipo, aportando varias ideas",Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Sales,Sales,0 a 3 meses,7,7,8,"Me siento super bien acompañado, siento que me exigen harto porque creen en los resultados que puedo llegar a dar y super dispuestos a que las cosas se den como sea.","Siento que los horarios de sales estan un poco desorganizados, en terminos de los dias que vamos a la oficina. Del mismo modo, siento a nivel compañía todavía se ve muy igual al MR y al MNR desde ventas cuando los procesos son totalmente distintos, entonces creo que hace falta algo como una capacitacion de como funcionamos.",Plan de Carrera y Capacitación,La gente. Es un equipo increiblemente valioso todos super dispuestos a ayudar y a que las metas tan ambiciosas se puedan lograr en equipo.,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Growth,D2D,0 a 3 meses,10,10,10,"Mi jefe es una persona que siempre va al grano de manera objetiva, tiene metas clara y así mismo las transmite ",Realmente por el momento me siento tranquilo con todos los procesos y la rapidez de los mismos ,Procesos y Herramientas,"Me escuchan, me siento una persona valiosa para la compañía ",General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Ingeniería,6 meses a 1 año,10,9,10,"Milton es para mi el mejor lider que tiene la compañia, una persona integra y enfocada en el crecimiento de su equipo en todas las dimnesiones, primando una vista como persona y haciendo sentir el valor de cada integrante de forma real","Escuchando mas a fondo las necesidades de cada uno, para lo cual enteindo es valioso este ejercicio mismo, dando cabida a todas las opiniones desde una perspectiva empatica y en aras de crecer todos como equipo",Sin comentarios,"El aprendizaje diario, el ambiente laboral que con mis compañeros creamos y hacen que el dia a dia sea motivante, las posibilidades de afrontar retos y nuevos desafios y tener ayudadores disponibles siempre, los lideres con capacidades muy variadas y completas y el hambre de querer siempre ser mejor",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Tech,Desarrollo,2 años a 3 años,9,9,9,"Es un líder sólido en gestión y motivación del equipo. Como oportunidad de mejora, podría fortalecer la comunicación para lograr mayor claridad y alineación.","Recomendaría Bia por su cultura, los retos técnicos y el enfoque centrado en el usuario. Considero que hay oportunidades de mejora, pero en general es un muy buen lugar para crecer profesionalmente.",Sin comentarios,"Valoro principalmente la cultura centrada en el usuario, los retos técnicos constantes y el equipo de trabajo. Es un entorno que impulsa el aprendizaje continuo y permite crecer profesionalmente mientras se construyen soluciones con impacto real.",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,No.,Si.,Si.,Si.
Q1 2026,Tech,Desarrollo,1 año a 2 años,10,9,10,"me gusto mucho la dinamica que tomo cuando cada persona del equipo tuvo que tomar un proyecto y hacer todo desde la planeacion, el desarrollo y hasta la entrega , ella nos acompaño en todo momento y nos dio pasos y herramientas para ayudarnos y siempre estuvo al tanto de todo el proceso","sera bueno implementar un plan carrera para aquellos que quisieran avanzar o cambiar de area , ahorita si se tiene algo pero no esta tan estructurado",Plan de Carrera y Capacitación,la calidad y el tacto de los colaboradores y el crecimiento profesional que le permiten tener a los colaboradores,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Sales,Sales,0 a 3 meses,8,7,9,Es una muy buena líder que apoya siempre a su equipo ,Siendo más consistentes con las ideas y proyectos ,Comunicación Interna,Las personas ,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,"AI, Automation & Data",AI & Automation,0 a 3 meses,9,9,8,"Da un gran respaldo y apoyo con ideas nuevas y da la libertad de intentar hacer algo nuevo que promueva la eficiencia de proyectos. Ademas de que sabe mucho sobre negocio y tec, por lo que es facil la comunicación de problemas",Mas espacios  para almorzar o descansar.,Comunicación Interna,La oportunidad de aprender de un equipo de IA y TECH que estan dando soluciones reales en la industria,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,"AI, Automation & Data",Data,2 años a 3 años,10,10,10,"Su capacidad de análisis es indiscutible. Asi mismo, el encontrar patrones en los datos a simple vista o intuición es una capacidad poco común.","Mas espacios de aprendizaje, exploración y crecimiento, eso permite a las personas desarrollarse y hacerlas sentir mas a gusto con lo que hacen y lo que impactan día a día. ",Plan de Carrera y Capacitación,"Permitirme aprender mientras trabajo, lo valoro demasiado.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,"AI, Automation & Data",AI & Automation,2 años a 3 años,8,10,7,faltan temas de soft skills,"más beneficios extra laborales
",Beneficios y Salario,crecimiento,Crecimiento y Aprendizaje,Si.,Parcialmente.,Parcialmente.,Si.,Si.,Si.,Si.
Q1 2026,Energy,,1 año a 2 años,9,9,9,Buen lider,Traer experiencia ,General / Otros,Rendimiento ,General / Otros,Si.,Si.,Si.,Si.,Parcialmente.,Parcialmente.,Si.
Q1 2026,Growth,Partnerships,1 año a 2 años,8,8,10,"Mi jefe me motiva, me inspira y siempre me reta a ser mejor profesional","Transparencia, mas acompañamiento de RH",Comunicación Interna,Oportunidad de crecer y aprender todos los dias,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Técnicos,2 años a 3 años,8,8,10,Creatividad y motivación sabe cómo explotar lo mejor de mi trabajo ,Aumento del SMLMV,Beneficios y Salario,La calidad humana,Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Admin,6 meses a 1 año,2,9,9,es excelente reconociendo el trabajo y siempre te ayuda a crecer y a desarrollarte tu ,con capacitaciones sobre las diferentes areas ,Plan de Carrera y Capacitación,"las oportunidades de crecimiento, que siempre se tiene en cuenta las ideas de uno.",Crecimiento y Aprendizaje,No.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Legal,,Más de 3 años,10,10,10,"Considero a mi líder un referente en gestión, motivación y desarrollo de toda la empresa. Destaca por su liderazgo cercano, su capacidad para guiar con claridad y su foco.",Ofrecer medicina prepagada,Beneficios y Salario,"El propósito de la empresa y la oportunidad de aprender constantemente, lo que hace que el trabajo sea motivador y significativo",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
